Time,Xg,Yg,Zg,Xg_high,Yg_high,Zg_high,Pressure,Temperature,Altitude,BNO_X,BNO_Y,BNO_Z,BNO_I,BNO_J,BNO_K,BNO_Real,State,Airbrake_pct,Airbrake_dir,Predicted_Apogee,Cd_Add_Cmd,I2C_Fallback,I2C_FailCount,Potentiometer,Velocity,Target_Cd_Raw,Apo_No_Brakes,Apo_Max_Brakes,Armed,Max_Altitude,Max_Velocity,Max_Accel_g,Ignition_Time_ms,Apogee_Time_ms,Active_Target_Alt,Fallback_Tier,Fallback_Apo_At_Decision_M
24210,-0.06,1.06,-0.10,0.49,-1.03,0.05,935.83,21.70,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,0.00,0.0000,0.0,0.0,0,0.0,0.0,0.10,0,0,9144.0,1,0.0
24259,-0.06,1.06,-0.10,0.49,-0.98,0.20,935.84,21.70,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.02,0.0000,0.0,0.0,0,0.0,0.0,0.20,0,0,9144.0,1,0.0
24309,-0.04,1.09,-0.08,0.49,-1.08,0.15,935.80,21.71,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.03,0.0000,0.0,0.0,0,0.0,0.0,0.20,0,0,9144.0,1,0.0
24359,-0.01,1.18,-0.09,0.44,-1.13,0.10,935.85,21.70,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.05,0.0000,0.0,0.0,0,0.0,0.0,0.20,0,0,9144.0,1,0.0
24409,-0.13,1.03,-0.09,0.59,-0.98,0.15,935.88,21.71,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.06,0.0000,0.0,0.0,0,0.0,0.1,0.20,0,0,9144.0,1,0.0
24459,-0.10,1.01,-0.09,0.54,-0.93,0.15,935.86,21.71,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.08,0.0000,0.0,0.0,0,0.0,0.1,0.20,0,0,9144.0,1,0.0
24509,0.01,1.11,-0.08,0.39,-1.08,0.15,935.81,21.71,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.09,0.0000,0.0,0.0,0,0.0,0.1,0.20,0,0,9144.0,1,0.0
24559,-0.03,1.03,-0.08,0.49,-1.03,0.15,935.84,21.71,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.10,0.0000,0.0,0.0,0,0.0,0.1,0.20,0,0,9144.0,1,0.0
24609,-0.02,1.04,-0.08,0.49,-0.98,0.15,935.87,21.71,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.11,0.0000,0.0,0.0,0,0.0,0.1,0.20,0,0,9144.0,1,0.0
24659,-0.05,1.03,-0.10,0.49,-0.98,0.15,935.87,21.71,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.13,0.0000,0.0,0.0,0,0.0,0.1,0.20,0,0,9144.0,1,0.0
24709,-0.06,1.04,-0.09,0.49,-0.98,0.15,935.85,21.72,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.15,0.0000,0.0,0.0,0,0.0,0.1,0.20,0,0,9144.0,1,0.0
24759,-0.06,1.03,-0.10,0.49,-1.03,0.15,935.88,21.72,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.17,0.0000,0.0,0.0,0,0.0,0.2,0.20,0,0,9144.0,1,0.0
24809,-0.06,1.08,-0.09,0.49,-1.03,0.15,935.87,21.72,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.19,0.0000,0.0,0.0,0,0.0,0.2,0.20,0,0,9144.0,1,0.0
24859,-0.08,1.06,-0.10,0.49,-0.98,0.10,935.87,21.72,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.21,0.0000,0.0,0.0,0,0.0,0.2,0.20,0,0,9144.0,1,0.0
24909,-0.05,1.09,-0.09,0.49,-1.03,0.15,935.90,21.72,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.22,0.0000,0.0,0.0,0,0.0,0.2,0.20,0,0,9144.0,1,0.0
24959,-0.06,1.07,-0.09,0.49,-1.03,0.10,935.85,21.72,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.24,0.0000,0.0,0.0,0,0.0,0.2,0.20,0,0,9144.0,1,0.0
25009,-0.07,1.08,-0.10,0.54,-1.08,0.15,935.85,21.72,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.26,0.0000,0.0,0.0,0,0.0,0.3,0.20,0,0,9144.0,1,0.0
25059,-0.06,1.05,-0.09,0.49,-1.03,0.10,935.86,21.73,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.28,0.0000,0.0,0.0,0,0.0,0.3,0.20,0,0,9144.0,1,0.0
25109,-0.06,1.06,-0.09,0.49,-1.03,0.15,935.88,21.73,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.29,0.0000,0.0,0.0,0,0.0,0.3,0.20,0,0,9144.0,1,0.0
25159,-0.07,1.05,-0.10,0.54,-0.98,0.10,935.91,21.73,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.31,0.0000,0.0,0.0,0,0.0,0.3,0.20,0,0,9144.0,1,0.0
25209,-0.07,1.06,-0.09,0.54,-0.98,0.15,935.93,21.73,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.33,0.0000,0.0,0.0,0,0.0,0.3,0.20,0,0,9144.0,1,0.0
25259,-0.05,1.07,-0.09,0.49,-1.03,0.10,935.87,21.73,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.35,0.0000,0.0,0.0,0,0.0,0.3,0.20,0,0,9144.0,1,0.0
25309,-0.05,1.08,-0.09,0.44,-1.03,0.15,935.86,21.73,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.36,0.0000,0.0,0.0,0,0.0,0.4,0.20,0,0,9144.0,1,0.0
25359,-0.06,1.08,-0.09,0.49,-1.03,0.15,935.86,21.73,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.38,0.0000,0.0,0.0,0,0.0,0.4,0.20,0,0,9144.0,1,0.0
25409,-0.05,1.07,-0.09,0.44,-1.03,0.15,935.86,21.73,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.39,0.0000,0.0,0.0,0,0.0,0.4,0.20,0,0,9144.0,1,0.0
25459,-0.05,1.07,-0.09,0.49,-1.03,0.15,935.87,21.73,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.41,0.0000,0.0,0.0,0,0.0,0.4,0.20,0,0,9144.0,1,0.0
25509,-0.06,1.06,-0.08,0.49,-1.03,0.15,935.89,21.74,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.42,0.0000,0.0,0.0,0,0.0,0.4,0.20,0,0,9144.0,1,0.0
25559,-0.05,1.06,-0.08,0.49,-1.03,0.15,935.88,21.74,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.44,0.0000,0.0,0.0,0,0.0,0.4,0.20,0,0,9144.0,1,0.0
25609,-0.04,1.06,-0.08,0.49,-0.98,0.15,935.89,21.73,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.45,0.0000,0.0,0.0,0,0.0,0.4,0.20,0,0,9144.0,1,0.0
25659,-0.05,1.07,-0.08,0.49,-0.98,0.15,935.85,21.74,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.46,0.0000,0.0,0.0,0,0.0,0.5,0.20,0,0,9144.0,1,0.0
25709,-0.07,1.08,-0.08,0.49,-1.03,0.15,935.86,21.74,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.47,0.0000,0.0,0.0,0,0.0,0.5,0.20,0,0,9144.0,1,0.0
25759,-0.06,1.06,-0.08,0.49,-1.03,0.15,935.84,21.74,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.48,0.0000,0.0,0.0,0,0.0,0.5,0.20,0,0,9144.0,1,0.0
25809,-0.05,1.08,-0.08,0.54,-1.08,0.15,935.86,21.74,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.50,0.0000,0.0,0.0,0,0.0,0.5,0.20,0,0,9144.0,1,0.0
25859,-0.08,1.03,-0.09,0.54,-1.03,0.10,935.85,21.74,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.51,0.0000,0.0,0.0,0,0.0,0.5,0.20,0,0,9144.0,1,0.0
25909,-0.06,1.04,-0.07,0.49,-0.98,0.10,935.90,21.74,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.52,0.0000,0.0,0.0,0,0.0,0.5,0.20,0,0,9144.0,1,0.0
25959,-0.04,1.08,-0.07,0.49,-1.03,0.10,935.85,21.75,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.53,0.0000,0.0,0.0,0,0.0,0.5,0.20,0,0,9144.0,1,0.0
26009,-0.08,1.07,-0.06,0.54,-1.08,0.15,935.82,21.75,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.53,0.0000,0.0,0.0,0,0.0,0.5,0.20,0,0,9144.0,1,0.0
26059,-0.06,1.11,-0.07,0.49,-1.13,0.15,935.79,21.75,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.53,0.0000,0.0,0.0,0,0.0,0.5,0.20,0,0,9144.0,1,0.0
26109,-0.06,1.08,-0.06,0.49,-1.03,0.15,935.86,21.74,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.54,0.0000,0.0,0.0,0,0.0,0.5,0.20,0,0,9144.0,1,0.0
26159,-0.04,1.07,-0.06,0.49,-1.03,0.15,935.84,21.75,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.54,0.0000,0.0,0.0,0,0.0,0.5,0.20,0,0,9144.0,1,0.0
26209,-0.09,1.03,-0.08,0.49,-0.98,0.20,935.89,21.75,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.55,0.0000,0.0,0.0,0,0.0,0.5,0.20,0,0,9144.0,1,0.0
26259,-0.05,1.03,-0.07,0.49,-1.03,0.15,935.86,21.75,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.56,0.0000,0.0,0.0,0,0.0,0.6,0.20,0,0,9144.0,1,0.0
26309,-0.02,1.09,-0.07,0.49,-1.08,0.10,935.81,21.75,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.56,0.0000,0.0,0.0,0,0.0,0.6,0.20,0,0,9144.0,1,0.0
26359,-0.10,1.03,-0.06,0.54,-0.98,0.20,935.79,21.75,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.56,0.0000,0.0,0.0,0,0.0,0.6,0.20,0,0,9144.0,1,0.0
26409,-0.11,0.98,-0.07,0.54,-0.88,0.20,935.85,21.75,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.57,0.0000,0.0,0.0,0,0.0,0.6,0.20,0,0,9144.0,1,0.0
26459,-0.02,1.04,-0.08,0.49,-0.93,0.15,935.85,21.76,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.58,0.0000,0.0,0.0,0,0.0,0.6,0.20,0,0,9144.0,1,0.0
26509,0.02,1.13,-0.05,0.44,-1.08,0.15,935.81,21.76,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.58,0.0000,0.0,0.0,0,0.0,0.6,0.20,0,0,9144.0,1,0.0
26559,-0.07,1.10,-0.05,0.49,-1.08,0.15,935.83,21.75,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.58,0.0000,0.0,0.0,0,0.0,0.6,0.20,0,0,9144.0,1,0.0
26609,-0.07,1.12,-0.06,0.54,-1.03,0.15,935.86,21.75,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.58,0.0000,0.0,0.0,0,0.0,0.6,0.20,0,0,9144.0,1,0.0
26659,-0.07,1.09,-0.06,0.49,-1.03,0.15,935.85,21.76,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.58,0.0000,0.0,0.0,0,0.0,0.6,0.20,0,0,9144.0,1,0.0
26709,-0.03,1.06,-0.06,0.44,-1.03,0.15,935.89,21.76,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.59,0.0000,0.0,0.0,0,0.0,0.6,0.20,0,0,9144.0,1,0.0
26759,0.00,1.08,-0.05,0.49,-0.98,0.15,935.84,21.76,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.59,0.0000,0.0,0.0,0,0.0,0.6,0.20,0,0,9144.0,1,0.0
26809,-0.05,1.03,-0.06,0.54,-0.98,0.20,935.83,21.76,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.59,0.0000,0.0,0.0,0,0.0,0.6,0.20,0,0,9144.0,1,0.0
26859,-0.02,1.08,-0.05,0.44,-0.98,0.10,935.83,21.76,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.58,0.0000,0.0,0.0,0,0.0,0.6,0.20,0,0,9144.0,1,0.0
26909,-0.06,1.04,-0.04,0.54,-1.03,0.20,935.81,21.76,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.58,0.0000,0.0,0.0,0,0.0,0.6,0.20,0,0,9144.0,1,0.0
26959,-0.02,1.07,-0.05,0.49,-0.98,0.20,935.86,21.77,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.57,0.0000,0.0,0.0,0,0.0,0.6,0.20,0,0,9144.0,1,0.0
27009,-0.04,1.07,-0.03,0.49,-1.03,0.24,935.90,21.77,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.56,0.0000,0.0,0.0,0,0.0,0.6,0.24,0,0,9144.0,1,0.0
27059,-0.04,1.06,-0.05,0.49,-1.03,0.20,935.81,21.77,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.56,0.0000,0.0,0.0,0,0.0,0.6,0.24,0,0,9144.0,1,0.0
27109,-0.02,1.08,-0.03,0.44,-1.03,0.20,935.84,21.77,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.55,0.0000,0.0,0.0,0,0.0,0.6,0.24,0,0,9144.0,1,0.0
27159,-0.04,1.06,-0.04,0.49,-0.98,0.20,935.85,21.77,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.54,0.0000,0.0,0.0,0,0.0,0.6,0.24,0,0,9144.0,1,0.0
27209,-0.03,1.08,-0.04,0.44,-0.98,0.10,935.86,21.77,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.53,0.0000,0.0,0.0,0,0.0,0.6,0.24,0,0,9144.0,1,0.0
27259,-0.03,1.10,-0.02,0.44,-1.08,0.20,935.82,21.77,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.51,0.0000,0.0,0.0,0,0.0,0.6,0.24,0,0,9144.0,1,0.0
27309,-0.02,1.09,-0.01,0.44,-1.03,0.20,935.80,21.77,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.49,0.0000,0.0,0.0,0,0.0,0.6,0.24,0,0,9144.0,1,0.0
27359,-0.04,1.19,0.00,0.49,-1.13,0.29,935.86,21.78,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.46,0.0000,0.0,0.0,0,0.0,0.6,0.29,0,0,9144.0,1,0.0
27409,-0.00,1.43,0.04,0.39,-1.23,0.29,935.78,21.78,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.42,0.0000,0.0,0.0,0,0.0,0.6,0.29,0,0,9144.0,1,0.0
27459,-0.11,1.05,0.10,0.64,-1.08,0.34,935.80,21.79,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.34,0.0000,0.0,0.0,0,0.0,0.6,0.34,0,0,9144.0,1,0.0
27509,0.03,0.94,0.20,0.44,-0.93,0.39,935.81,21.79,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.22,0.0000,0.0,0.0,0,0.0,0.6,0.39,0,0,9144.0,1,0.0
27559,0.01,0.85,0.26,0.44,-0.73,0.49,935.79,21.81,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,-0.07,0.0000,0.0,0.0,0,0.0,0.6,0.49,0,0,9144.0,1,0.0
27609,0.12,0.82,0.35,0.29,-0.69,0.59,935.85,21.81,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,0.13,0.0000,0.0,0.0,0,0.0,0.6,0.59,0,0,9144.0,1,0.0
27659,0.14,0.80,0.44,0.29,-0.73,0.73,935.83,21.82,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,0.38,0.0000,0.0,0.0,0,0.0,0.6,0.73,0,0,9144.0,1,0.0
27709,0.15,0.72,0.54,0.29,-0.69,0.78,935.84,21.83,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,0.67,0.0000,0.0,0.0,0,0.0,0.7,0.78,0,0,9144.0,1,0.0
27759,0.04,0.58,0.65,0.44,-0.64,0.83,935.91,21.83,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,1.02,0.0000,0.0,0.0,0,0.0,1.0,0.83,0,0,9144.0,1,0.0
27809,0.24,0.60,0.73,0.20,-0.54,0.93,935.87,21.83,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,1.40,0.0000,0.0,0.0,0,0.0,1.4,0.93,0,0,9144.0,1,0.0
27859,0.19,0.47,0.74,0.29,-0.39,0.88,935.86,21.83,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,1.79,0.0000,0.0,0.0,0,0.0,1.8,0.93,0,0,9144.0,1,0.0
27909,0.28,0.63,0.94,0.20,-0.59,1.18,935.83,21.84,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,2.28,0.0000,0.0,0.0,0,0.0,2.3,1.18,0,0,9144.0,1,0.0
27959,0.30,0.41,0.87,0.15,-0.34,1.03,935.89,21.83,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,2.74,0.0000,0.0,0.0,0,0.0,2.7,1.18,0,0,9144.0,1,0.0
28009,0.50,0.31,0.86,0.10,-0.29,1.18,935.87,21.83,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,3.18,0.0000,0.0,0.0,0,0.0,3.2,1.18,0,0,9144.0,1,0.0
28059,0.06,0.33,0.87,0.39,-0.24,1.03,935.85,21.83,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,3.64,0.0000,0.0,0.0,0,0.0,3.6,1.18,0,0,9144.0,1,0.0
28109,0.12,0.19,0.86,0.34,-0.10,1.03,935.87,21.83,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,4.08,0.0000,0.0,0.0,0,0.0,4.1,1.18,0,0,9144.0,1,0.0
28159,0.03,0.11,0.92,0.49,-0.15,0.98,935.86,21.83,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,4.56,0.0000,0.0,0.0,0,0.0,4.6,1.18,0,0,9144.0,1,0.0
28209,0.02,0.16,0.99,0.49,-0.20,1.18,935.87,21.84,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,5.08,0.0000,0.0,0.0,0,0.0,5.1,1.18,0,0,9144.0,1,0.0
28259,0.10,0.16,1.03,0.39,-0.15,1.27,935.84,21.83,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,5.61,0.0000,0.0,0.0,0,0.0,5.6,1.27,0,0,9144.0,1,0.0
28309,0.12,0.13,1.09,0.34,-0.05,1.37,935.89,21.83,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,6.18,0.0000,0.0,0.0,0,0.0,6.2,1.37,0,0,9144.0,1,0.0
28359,0.04,0.04,1.03,0.44,0.00,1.23,935.89,21.83,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,6.71,0.0000,0.0,0.0,0,0.0,6.7,1.37,0,0,9144.0,1,0.0
28409,-0.05,-0.04,0.97,0.49,0.05,1.03,935.86,21.83,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,7.21,0.0000,0.0,0.0,0,0.0,7.2,1.37,0,0,9144.0,1,0.0
28459,-0.03,0.01,1.00,0.49,0.00,1.18,935.81,21.83,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,7.73,0.0000,0.0,0.0,0,0.0,7.7,1.37,0,0,9144.0,1,0.0
28509,-0.01,0.00,1.02,0.44,0.00,1.18,935.85,21.83,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,8.26,0.0000,0.0,0.0,0,0.0,8.3,1.37,0,0,9144.0,1,0.0
28559,0.03,0.00,1.05,0.44,0.05,1.23,935.85,21.83,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,8.80,0.0000,0.0,0.0,0,0.0,8.8,1.37,0,0,9144.0,1,0.0
28609,0.01,-0.01,1.04,0.39,0.05,1.27,935.83,21.83,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,9.34,0.0000,0.0,0.0,0,0.0,9.3,1.37,0,0,9144.0,1,0.0
28659,0.01,0.01,1.03,0.44,0.00,1.27,935.88,21.83,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,9.87,0.0000,0.0,0.0,0,0.0,9.9,1.37,0,0,9144.0,1,0.0
28709,-0.02,0.02,1.04,0.49,0.00,1.23,935.87,21.82,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,10.41,0.0000,0.0,0.0,0,0.0,10.4,1.37,0,0,9144.0,1,0.0
28759,-0.02,-0.00,1.06,0.54,0.00,1.23,935.86,21.83,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,10.95,0.0000,0.0,0.0,0,0.0,11.0,1.37,0,0,9144.0,1,0.0
28809,0.00,-0.00,1.03,0.44,0.00,1.27,935.87,21.83,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,IDLE,0.0,1,0.00,0.0000,0,0,0,11.48,0.0000,0.0,0.0,0,0.0,11.5,1.37,0,0,9144.0,1,0.0
